Date,Day,Hour,Dish,Amount
11/01/25,Saturday,13,Soup,1
11/01/25,Saturday,13,Sandwich,10
11/01/25,Saturday,13,Burger,8
11/01/25,Saturday,13,Sandwich,8
11/01/25,Saturday,13,Sushi,0
11/01/25,Saturday,13,Salad,8
11/01/25,Saturday,13,Sandwich,5
11/01/25,Saturday,13,Sandwich,9
11/01/25,Saturday,14,Soup,9
11/01/25,Saturday,14,Sushi,3
11/01/25,Saturday,14,Soup,5
11/01/25,Saturday,14,Sushi,3
11/01/25,Saturday,14,Salad,4
11/01/25,Saturday,15,Soup,4
11/01/25,Saturday,15,Sandwich,0
11/01/25,Saturday,15,Sandwich,8
11/01/25,Saturday,15,Tacos,0
11/01/25,Saturday,15,Sandwich,10
11/01/25,Saturday,15,Sandwich,3
11/01/25,Saturday,15,Burger,3
11/01/25,Saturday,16,Burger,6
11/01/25,Saturday,16,Salad,9
11/01/25,Saturday,16,Sandwich,4
11/01/25,Saturday,16,Tacos,9
11/01/25,Saturday,16,Burger,1
11/01/25,Saturday,16,Sandwich,2
11/01/25,Saturday,16,Sandwich,10
11/01/25,Saturday,17,Curry,4
11/01/25,Saturday,17,Sandwich,0
11/01/25,Saturday,17,Curry,2
11/01/25,Saturday,17,Soup,3
11/01/25,Saturday,17,Salad,1
11/01/25,Saturday,18,Burger,8
11/01/25,Saturday,18,Salad,4
11/01/25,Saturday,18,Sandwich,6
11/01/25,Saturday,19,Tacos,2
11/01/25,Saturday,19,Soup,0
11/01/25,Saturday,19,Tacos,8
11/01/25,Saturday,19,Soup,3
11/01/25,Saturday,19,Sushi,5
11/01/25,Saturday,19,Sandwich,8
11/01/25,Saturday,19,Sandwich,4
11/01/25,Saturday,19,Curry,5
11/01/25,Saturday,20,Pizza,0
11/01/25,Saturday,20,Pizza,3
11/01/25,Saturday,20,Soup,2
11/01/25,Saturday,20,Soup,0
11/01/25,Saturday,20,Curry,2
11/01/25,Saturday,20,Sandwich,1
11/01/25,Saturday,21,Sandwich,6
11/01/25,Saturday,21,Sushi,0
11/01/25,Saturday,21,Soup,5
11/01/25,Saturday,21,Sandwich,7
11/01/25,Saturday,21,Curry,0
11/01/25,Saturday,22,Soup,8
11/01/25,Saturday,22,Pizza,7
11/01/25,Saturday,22,Sandwich,8
11/01/25,Saturday,23,Tacos,7
11/01/25,Saturday,23,Curry,3
11/01/25,Saturday,23,Soup,3
11/01/25,Saturday,23,Sandwich,4
11/01/25,Saturday,23,Sandwich,9
11/01/25,Saturday,23,Sandwich,8
11/01/25,Saturday,23,Sandwich,1
11/01/25,Saturday,23,Sandwich,9
12/01/25,Sunday,0,Sandwich,8
12/01/25,Sunday,0,Sandwich,8
12/01/25,Sunday,0,Curry,4
12/01/25,Sunday,0,Sandwich,0
12/01/25,Sunday,0,Sushi,5
12/01/25,Sunday,0,Pizza,10
12/01/25,Sunday,0,Salad,10
12/01/25,Sunday,0,Soup,7
12/01/25,Sunday,1,Pizza,8
12/01/25,Sunday,1,Sandwich,1
12/01/25,Sunday,1,Sandwich,2
12/01/25,Sunday,1,Curry,8
12/01/25,Sunday,2,Sandwich,8
12/01/25,Sunday,2,Salad,6
12/01/25,Sunday,2,Soup,4
12/01/25,Sunday,2,Burger,5
12/01/25,Sunday,2,Tacos,0
12/01/25,Sunday,2,Sandwich,5
12/01/25,Sunday,2,Burger,9
12/01/25,Sunday,3,Tacos,4
12/01/25,Sunday,3,Sushi,0
12/01/25,Sunday,3,Soup,1
12/01/25,Sunday,3,Sandwich,6
12/01/25,Sunday,4,Curry,5
12/01/25,Sunday,4,Sandwich,10
12/01/25,Sunday,4,Pizza,2
12/01/25,Sunday,4,Soup,7
12/01/25,Sunday,4,Sandwich,10
12/01/25,Sunday,5,Soup,10
12/01/25,Sunday,5,Sandwich,2
12/01/25,Sunday,5,Sandwich,0
12/01/25,Sunday,5,Sandwich,3
12/01/25,Sunday,6,Tacos,3
12/01/25,Sunday,6,Soup,9
12/01/25,Sunday,6,Sandwich,3
12/01/25,Sunday,6,Curry,4
12/01/25,Sunday,7,Sushi,8
12/01/25,Sunday,7,Sandwich,3
12/01/25,Sunday,7,Curry,9
12/01/25,Sunday,7,Sandwich,9
12/01/25,Sunday,7,Curry,2
12/01/25,Sunday,7,Sandwich,0
12/01/25,Sunday,8,Soup,0
12/01/25,Sunday,8,Sandwich,7
12/01/25,Sunday,8,Curry,5
12/01/25,Sunday,8,Sandwich,0
12/01/25,Sunday,8,Sandwich,4
12/01/25,Sunday,8,Sandwich,2
12/01/25,Sunday,8,Burger,2
12/01/25,Sunday,9,Sandwich,1
12/01/25,Sunday,9,Sandwich,4
12/01/25,Sunday,9,Curry,0
12/01/25,Sunday,9,Sandwich,5
12/01/25,Sunday,9,Pizza,7
12/01/25,Sunday,9,Sandwich,8
12/01/25,Sunday,9,Tacos,4
12/01/25,Sunday,10,Salad,3
12/01/25,Sunday,10,Burger,3
12/01/25,Sunday,10,Tacos,2
12/01/25,Sunday,10,Tacos,1
12/01/25,Sunday,10,Pizza,10
12/01/25,Sunday,10,Sandwich,10
12/01/25,Sunday,11,Tacos,8
12/01/25,Sunday,11,Sushi,8
12/01/25,Sunday,11,Tacos,10
12/01/25,Sunday,11,Pizza,1
12/01/25,Sunday,11,Curry,10
12/01/25,Sunday,12,Burger,6
12/01/25,Sunday,12,Burger,5
12/01/25,Sunday,12,Sushi,2
12/01/25,Sunday,12,Sushi,4
12/01/25,Sunday,12,Tacos,9
12/01/25,Sunday,13,Sandwich,9
12/01/25,Sunday,13,Burger,9
12/01/25,Sunday,13,Sandwich,5
12/01/25,Sunday,14,Sandwich,7
12/01/25,Sunday,14,Pizza,9
12/01/25,Sunday,14,Sandwich,3
12/01/25,Sunday,14,Curry,8
12/01/25,Sunday,14,Sushi,0
12/01/25,Sunday,14,Soup,10
12/01/25,Sunday,15,Sandwich,4
12/01/25,Sunday,15,Sandwich,1
12/01/25,Sunday,15,Tacos,10
12/01/25,Sunday,15,Tacos,0
12/01/25,Sunday,16,Pizza,0
12/01/25,Sunday,16,Sushi,1
12/01/25,Sunday,16,Sandwich,1
12/01/25,Sunday,16,Soup,3
12/01/25,Sunday,17,Curry,4
12/01/25,Sunday,17,Pizza,3
12/01/25,Sunday,17,Sandwich,9
12/01/25,Sunday,17,Tacos,9
12/01/25,Sunday,18,Sandwich,4
12/01/25,Sunday,18,Sushi,3
12/01/25,Sunday,18,Salad,8
12/01/25,Sunday,18,Sandwich,3
12/01/25,Sunday,18,Sushi,8
12/01/25,Sunday,18,Sushi,7
12/01/25,Sunday,19,Burger,8
12/01/25,Sunday,19,Burger,0
12/01/25,Sunday,19,Sandwich,1
12/01/25,Sunday,19,Sandwich,10
12/01/25,Sunday,19,Curry,0
12/01/25,Sunday,19,Soup,4
12/01/25,Sunday,19,Pizza,10
12/01/25,Sunday,20,Tacos,8
12/01/25,Sunday,20,Sandwich,2
12/01/25,Sunday,20,Soup,9
12/01/25,Sunday,20,Soup,5
12/01/25,Sunday,21,Tacos,2
12/01/25,Sunday,21,Sandwich,1
12/01/25,Sunday,21,Sandwich,3
12/01/25,Sunday,21,Sushi,10
12/01/25,Sunday,21,Burger,4
12/01/25,Sunday,21,Curry,0
12/01/25,Sunday,22,Sandwich,5
12/01/25,Sunday,22,Sushi,4
12/01/25,Sunday,22,Sushi,6
12/01/25,Sunday,22,Curry,6
12/01/25,Sunday,22,Pizza,2
12/01/25,Sunday,23,Sushi,7
12/01/25,Sunday,23,Sushi,2
12/01/25,Sunday,23,Sandwich,0
12/01/25,Sunday,23,Sandwich,5
12/01/25,Sunday,23,Sandwich,1
13/01/25,Monday,0,Sushi,8
13/01/25,Monday,0,Salad,0
13/01/25,Monday,0,Tacos,1
13/01/25,Monday,0,Pizza,1
13/01/25,Monday,0,Salad,8
13/01/25,Monday,0,Soup,0
13/01/25,Monday,1,Soup,2
13/01/25,Monday,1,Salad,1
13/01/25,Monday,1,Curry,4
13/01/25,Monday,1,Salad,3
13/01/25,Monday,1,Soup,6
13/01/25,Monday,1,Soup,8
13/01/25,Monday,1,Salad,4
13/01/25,Monday,1,Sandwich,8
13/01/25,Monday,2,Soup,3
13/01/25,Monday,2,Sushi,4
13/01/25,Monday,2,Burger,10
13/01/25,Monday,3,Sandwich,5
13/01/25,Monday,3,Sandwich,10
13/01/25,Monday,3,Sushi,6
13/01/25,Monday,4,Sandwich,10
13/01/25,Monday,4,Tacos,3
13/01/25,Monday,4,Salad,4
13/01/25,Monday,4,Sushi,5
13/01/25,Monday,4,Curry,6
13/01/25,Monday,4,Sandwich,9
13/01/25,Monday,5,Curry,1
13/01/25,Monday,5,Curry,4
13/01/25,Monday,5,Sandwich,9
13/01/25,Monday,6,Tacos,10
13/01/25,Monday,6,Pizza,5
13/01/25,Monday,6,Pizza,10
13/01/25,Monday,6,Sandwich,1
13/01/25,Monday,6,Sandwich,4
13/01/25,Monday,7,Soup,5
13/01/25,Monday,7,Salad,3
13/01/25,Monday,7,Sandwich,8
13/01/25,Monday,7,Sandwich,10
13/01/25,Monday,7,Tacos,2
13/01/25,Monday,7,Curry,7
13/01/25,Monday,7,Curry,1
13/01/25,Monday,8,Sandwich,3
13/01/25,Monday,8,Sandwich,9
13/01/25,Monday,8,Curry,6
13/01/25,Monday,9,Tacos,2
13/01/25,Monday,9,Sandwich,8
13/01/25,Monday,9,Burger,6
13/01/25,Monday,9,Sandwich,2
13/01/25,Monday,9,Soup,0
13/01/25,Monday,9,Soup,0
13/01/25,Monday,9,Sandwich,10
13/01/25,Monday,10,Salad,7
13/01/25,Monday,10,Pizza,1
13/01/25,Monday,10,Sandwich,8
13/01/25,Monday,10,Sandwich,5
13/01/25,Monday,10,Sandwich,7
13/01/25,Monday,10,Sandwich,6
13/01/25,Monday,11,Burger,3
13/01/25,Monday,11,Sandwich,10
13/01/25,Monday,11,Tacos,7
13/01/25,Monday,11,Curry,6
13/01/25,Monday,11,Sandwich,6
13/01/25,Monday,11,Sandwich,1
13/01/25,Monday,12,Sandwich,9
13/01/25,Monday,12,Curry,10
13/01/25,Monday,12,Salad,1
13/01/25,Monday,13,Sandwich,0
13/01/25,Monday,13,Pizza,5
13/01/25,Monday,13,Salad,6
13/01/25,Monday,13,Curry,7
13/01/25,Monday,13,Sandwich,6
13/01/25,Monday,13,Sushi,5
13/01/25,Monday,13,Soup,7
13/01/25,Monday,14,Salad,3
13/01/25,Monday,14,Sandwich,3
13/01/25,Monday,14,Sandwich,4
13/01/25,Monday,14,Salad,2
13/01/25,Monday,14,Tacos,4
13/01/25,Monday,15,Soup,9
13/01/25,Monday,15,Burger,7
13/01/25,Monday,15,Sandwich,10
13/01/25,Monday,15,Burger,9
13/01/25,Monday,16,Sandwich,7
13/01/25,Monday,16,Sandwich,5
13/01/25,Monday,16,Sandwich,6
13/01/25,Monday,16,Sushi,6
13/01/25,Monday,16,Soup,3
13/01/25,Monday,17,Sandwich,5
13/01/25,Monday,17,Sandwich,1
13/01/25,Monday,17,Salad,4
13/01/25,Monday,17,Pizza,3
13/01/25,Monday,17,Curry,5
13/01/25,Monday,18,Sandwich,5
13/01/25,Monday,18,Tacos,4
13/01/25,Monday,18,Sandwich,2
13/01/25,Monday,18,Sushi,8
13/01/25,Monday,18,Curry,5
13/01/25,Monday,18,Burger,7
13/01/25,Monday,19,Sandwich,6
13/01/25,Monday,19,Sandwich,3
13/01/25,Monday,19,Sandwich,8
13/01/25,Monday,19,Tacos,1
13/01/25,Monday,19,Sandwich,3
13/01/25,Monday,19,Tacos,6
13/01/25,Monday,20,Pizza,5
13/01/25,Monday,20,Sushi,7
13/01/25,Monday,20,Curry,9
13/01/25,Monday,20,Burger,0
13/01/25,Monday,20,Sushi,1
13/01/25,Monday,20,Burger,4
13/01/25,Monday,20,Burger,0
13/01/25,Monday,20,Sandwich,10
13/01/25,Monday,21,Salad,1
13/01/25,Monday,21,Sandwich,3
13/01/25,Monday,21,Curry,0
13/01/25,Monday,21,Curry,6
13/01/25,Monday,21,Sandwich,10
13/01/25,Monday,21,Curry,9
13/01/25,Monday,22,Burger,0
13/01/25,Monday,22,Curry,7
13/01/25,Monday,22,Salad,0
13/01/25,Monday,23,Sandwich,7
13/01/25,Monday,23,Sandwich,8
13/01/25,Monday,23,Sandwich,5
13/01/25,Monday,23,Tacos,0
14/01/25,Tuesday,0,Soup,7
14/01/25,Tuesday,0,Burger,1
14/01/25,Tuesday,0,Soup,0
14/01/25,Tuesday,1,Soup,5
14/01/25,Tuesday,1,Soup,3
14/01/25,Tuesday,1,Sandwich,10
14/01/25,Tuesday,1,Curry,7
14/01/25,Tuesday,1,Soup,10
14/01/25,Tuesday,2,Sushi,1
14/01/25,Tuesday,2,Burger,4
14/01/25,Tuesday,2,Tacos,1
14/01/25,Tuesday,2,Sushi,4
14/01/25,Tuesday,3,Sandwich,7
14/01/25,Tuesday,3,Sandwich,10
14/01/25,Tuesday,3,Sushi,7
14/01/25,Tuesday,3,Sandwich,8
14/01/25,Tuesday,3,Burger,1
14/01/25,Tuesday,3,Pizza,9
14/01/25,Tuesday,4,Sandwich,2
14/01/25,Tuesday,4,Burger,8
14/01/25,Tuesday,4,Sandwich,5
14/01/25,Tuesday,4,Tacos,7
14/01/25,Tuesday,4,Tacos,2
14/01/25,Tuesday,4,Burger,8
14/01/25,Tuesday,4,Tacos,1
14/01/25,Tuesday,4,Sushi,3
14/01/25,Tuesday,5,Sandwich,9
14/01/25,Tuesday,5,Sandwich,1
14/01/25,Tuesday,5,Sushi,4
14/01/25,Tuesday,5,Tacos,7
14/01/25,Tuesday,5,Sandwich,6
14/01/25,Tuesday,5,Tacos,3
14/01/25,Tuesday,5,Soup,2
14/01/25,Tuesday,5,Salad,10
14/01/25,Tuesday,6,Sandwich,10
14/01/25,Tuesday,6,Pizza,7
14/01/25,Tuesday,6,Tacos,8
14/01/25,Tuesday,6,Pizza,6
14/01/25,Tuesday,6,Sushi,0
14/01/25,Tuesday,6,Pizza,9
14/01/25,Tuesday,7,Sandwich,3
14/01/25,Tuesday,7,Sushi,2
14/01/25,Tuesday,7,Pizza,2
14/01/25,Tuesday,7,Sushi,6
14/01/25,Tuesday,7,Burger,10
14/01/25,Tuesday,8,Tacos,10
14/01/25,Tuesday,8,Salad,9
14/01/25,Tuesday,8,Pizza,6
14/01/25,Tuesday,8,Sandwich,10
14/01/25,Tuesday,8,Sandwich,0
14/01/25,Tuesday,8,Tacos,5
14/01/25,Tuesday,9,Sushi,4
14/01/25,Tuesday,9,Burger,5
14/01/25,Tuesday,9,Tacos,3
14/01/25,Tuesday,10,Soup,5
14/01/25,Tuesday,10,Burger,3
14/01/25,Tuesday,10,Sushi,10
14/01/25,Tuesday,10,Sandwich,0
14/01/25,Tuesday,10,Burger,1
14/01/25,Tuesday,10,Sandwich,2
14/01/25,Tuesday,10,Salad,0
14/01/25,Tuesday,11,Soup,7
14/01/25,Tuesday,11,Burger,7
14/01/25,Tuesday,11,Curry,7
14/01/25,Tuesday,12,Sushi,7
14/01/25,Tuesday,12,Sandwich,1
14/01/25,Tuesday,12,Sandwich,7
14/01/25,Tuesday,12,Soup,1
14/01/25,Tuesday,12,Burger,8
14/01/25,Tuesday,12,Sandwich,4
14/01/25,Tuesday,12,Sandwich,1
14/01/25,Tuesday,13,Curry,4
14/01/25,Tuesday,13,Sandwich,6
14/01/25,Tuesday,13,Sandwich,3
14/01/25,Tuesday,13,Sandwich,6
14/01/25,Tuesday,13,Curry,6
14/01/25,Tuesday,14,Soup,0
14/01/25,Tuesday,14,Burger,6
14/01/25,Tuesday,14,Burger,2
14/01/25,Tuesday,14,Sandwich,8
14/01/25,Tuesday,14,Curry,5
14/01/25,Tuesday,14,Sandwich,5
14/01/25,Tuesday,14,Sandwich,3
14/01/25,Tuesday,15,Salad,6
14/01/25,Tuesday,15,Sandwich,5
14/01/25,Tuesday,15,Curry,10
14/01/25,Tuesday,16,Curry,2
14/01/25,Tuesday,16,Curry,3
14/01/25,Tuesday,16,Sushi,1
14/01/25,Tuesday,16,Curry,8
14/01/25,Tuesday,16,Curry,4
14/01/25,Tuesday,16,Sushi,5
14/01/25,Tuesday,16,Soup,3
14/01/25,Tuesday,17,Pizza,1
14/01/25,Tuesday,17,Curry,10
14/01/25,Tuesday,17,Sandwich,8
14/01/25,Tuesday,17,Pizza,0
14/01/25,Tuesday,17,Salad,2
14/01/25,Tuesday,17,Sushi,5
14/01/25,Tuesday,18,Sushi,10
14/01/25,Tuesday,18,Sandwich,4
14/01/25,Tuesday,18,Soup,8
14/01/25,Tuesday,18,Soup,0
14/01/25,Tuesday,18,Salad,10
14/01/25,Tuesday,18,Sushi,4
14/01/25,Tuesday,19,Pizza,6
14/01/25,Tuesday,19,Tacos,5
14/01/25,Tuesday,19,Pizza,1
14/01/25,Tuesday,19,Tacos,4
14/01/25,Tuesday,19,Sandwich,6
14/01/25,Tuesday,19,Sandwich,9
14/01/25,Tuesday,19,Burger,2
14/01/25,Tuesday,19,Sandwich,6
14/01/25,Tuesday,20,Tacos,3
14/01/25,Tuesday,20,Sandwich,2
14/01/25,Tuesday,20,Sandwich,9
14/01/25,Tuesday,20,Curry,2
14/01/25,Tuesday,20,Sushi,10
14/01/25,Tuesday,20,Soup,10
14/01/25,Tuesday,21,Sandwich,6
14/01/25,Tuesday,21,Sandwich,4
14/01/25,Tuesday,21,Sandwich,5
14/01/25,Tuesday,21,Sandwich,2
14/01/25,Tuesday,22,Salad,10
14/01/25,Tuesday,22,Sandwich,4
14/01/25,Tuesday,22,Sushi,2
14/01/25,Tuesday,23,Sushi,6
14/01/25,Tuesday,23,Salad,6
14/01/25,Tuesday,23,Salad,5
14/01/25,Tuesday,23,Sandwich,2
14/01/25,Tuesday,23,Curry,5
14/01/25,Tuesday,23,Burger,1
14/01/25,Tuesday,23,Sushi,1
15/01/25,Wednesday,0,Curry,7
15/01/25,Wednesday,0,Tacos,8
15/01/25,Wednesday,0,Sandwich,2
15/01/25,Wednesday,1,Tacos,10
15/01/25,Wednesday,1,Sandwich,6
15/01/25,Wednesday,1,Sandwich,2
15/01/25,Wednesday,1,Curry,3
15/01/25,Wednesday,1,Pizza,9
15/01/25,Wednesday,1,Salad,4
15/01/25,Wednesday,1,Sandwich,7
15/01/25,Wednesday,1,Sushi,5
15/01/25,Wednesday,2,Soup,6
15/01/25,Wednesday,2,Sushi,8
15/01/25,Wednesday,2,Sandwich,3
15/01/25,Wednesday,2,Pizza,1
15/01/25,Wednesday,2,Sushi,0
15/01/25,Wednesday,3,Burger,3
15/01/25,Wednesday,3,Burger,10
15/01/25,Wednesday,3,Burger,10
15/01/25,Wednesday,3,Pizza,7
15/01/25,Wednesday,3,Salad,5
15/01/25,Wednesday,3,Pizza,5
15/01/25,Wednesday,3,Sandwich,7
15/01/25,Wednesday,4,Curry,7
15/01/25,Wednesday,4,Sushi,1
15/01/25,Wednesday,4,Pizza,10
15/01/25,Wednesday,4,Sandwich,4
15/01/25,Wednesday,4,Sandwich,4
15/01/25,Wednesday,4,Burger,5
15/01/25,Wednesday,5,Soup,6
15/01/25,Wednesday,5,Curry,7
15/01/25,Wednesday,5,Sandwich,0
15/01/25,Wednesday,5,Sushi,3
15/01/25,Wednesday,6,Salad,7
15/01/25,Wednesday,6,Sandwich,10
15/01/25,Wednesday,6,Tacos,9
15/01/25,Wednesday,6,Sushi,1
15/01/25,Wednesday,6,Tacos,7
15/01/25,Wednesday,6,Curry,2
15/01/25,Wednesday,6,Soup,1
15/01/25,Wednesday,6,Sushi,3
15/01/25,Wednesday,7,Sushi,6
15/01/25,Wednesday,7,Sushi,1
15/01/25,Wednesday,7,Salad,1
15/01/25,Wednesday,7,Tacos,7
15/01/25,Wednesday,7,Sandwich,8
15/01/25,Wednesday,7,Soup,2
15/01/25,Wednesday,7,Soup,2
15/01/25,Wednesday,7,Sandwich,3
15/01/25,Wednesday,8,Sushi,3
15/01/25,Wednesday,8,Tacos,0
15/01/25,Wednesday,8,Pizza,8
15/01/25,Wednesday,8,Sandwich,5
15/01/25,Wednesday,8,Sandwich,9
15/01/25,Wednesday,8,Tacos,8
15/01/25,Wednesday,9,Curry,8
15/01/25,Wednesday,9,Sandwich,6
15/01/25,Wednesday,9,Soup,0
15/01/25,Wednesday,9,Sandwich,6
15/01/25,Wednesday,10,Sandwich,6
15/01/25,Wednesday,10,Sushi,0
15/01/25,Wednesday,10,Tacos,7
15/01/25,Wednesday,11,Pizza,6
15/01/25,Wednesday,11,Burger,6
15/01/25,Wednesday,11,Sandwich,8
15/01/25,Wednesday,11,Pizza,4
15/01/25,Wednesday,11,Pizza,10
15/01/25,Wednesday,12,Pizza,5
15/01/25,Wednesday,12,Sushi,9
15/01/25,Wednesday,12,Curry,7
15/01/25,Wednesday,12,Salad,5
15/01/25,Wednesday,12,Soup,7
15/01/25,Wednesday,12,Curry,5
15/01/25,Wednesday,12,Sandwich,10
15/01/25,Wednesday,12,Sandwich,5
15/01/25,Wednesday,13,Tacos,7
15/01/25,Wednesday,13,Tacos,6
15/01/25,Wednesday,13,Pizza,3
15/01/25,Wednesday,13,Salad,7
15/01/25,Wednesday,13,Salad,3
15/01/25,Wednesday,14,Sandwich,0
15/01/25,Wednesday,14,Soup,0
15/01/25,Wednesday,14,Burger,4
15/01/25,Wednesday,14,Sushi,6
15/01/25,Wednesday,15,Burger,5
15/01/25,Wednesday,15,Sushi,9
15/01/25,Wednesday,15,Burger,5
15/01/25,Wednesday,16,Burger,4
15/01/25,Wednesday,16,Tacos,2
15/01/25,Wednesday,16,Sandwich,0
15/01/25,Wednesday,16,Tacos,3
15/01/25,Wednesday,16,Curry,5
15/01/25,Wednesday,17,Burger,3
15/01/25,Wednesday,17,Soup,1
15/01/25,Wednesday,17,Salad,10
15/01/25,Wednesday,18,Sandwich,6
15/01/25,Wednesday,18,Sandwich,6
15/01/25,Wednesday,18,Pizza,5
15/01/25,Wednesday,18,Sandwich,4
15/01/25,Wednesday,18,Sandwich,4
15/01/25,Wednesday,18,Burger,2
15/01/25,Wednesday,18,Pizza,0
15/01/25,Wednesday,18,Sandwich,10
15/01/25,Wednesday,19,Sandwich,10
15/01/25,Wednesday,19,Sandwich,1
15/01/25,Wednesday,19,Pizza,5
15/01/25,Wednesday,19,Pizza,0
15/01/25,Wednesday,19,Sandwich,3
15/01/25,Wednesday,19,Salad,5
15/01/25,Wednesday,20,Soup,9
15/01/25,Wednesday,20,Sushi,10
15/01/25,Wednesday,20,Tacos,5
15/01/25,Wednesday,20,Sandwich,2
15/01/25,Wednesday,21,Sushi,9
15/01/25,Wednesday,21,Soup,4
15/01/25,Wednesday,21,Salad,5
15/01/25,Wednesday,21,Soup,4
15/01/25,Wednesday,21,Salad,9
15/01/25,Wednesday,22,Sandwich,4
15/01/25,Wednesday,22,Salad,4
15/01/25,Wednesday,22,Tacos,0
15/01/25,Wednesday,23,Curry,0
15/01/25,Wednesday,23,Soup,8
15/01/25,Wednesday,23,Sandwich,8
15/01/25,Wednesday,23,Curry,4
15/01/25,Wednesday,23,Soup,2
15/01/25,Wednesday,23,Sandwich,6
15/01/25,Wednesday,23,Salad,0
15/01/25,Wednesday,23,Sandwich,2
16/01/25,Thursday,0,Curry,9
16/01/25,Thursday,0,Sandwich,6
16/01/25,Thursday,0,Salad,5
16/01/25,Thursday,0,Tacos,0
16/01/25,Thursday,0,Curry,2
16/01/25,Thursday,0,Salad,9
16/01/25,Thursday,0,Tacos,5
16/01/25,Thursday,1,Sandwich,10
16/01/25,Thursday,1,Curry,8
16/01/25,Thursday,1,Burger,1
16/01/25,Thursday,1,Sandwich,6
16/01/25,Thursday,2,Pizza,5
16/01/25,Thursday,2,Salad,8
16/01/25,Thursday,2,Burger,2
16/01/25,Thursday,2,Tacos,10
16/01/25,Thursday,3,Soup,7
16/01/25,Thursday,3,Sandwich,7
16/01/25,Thursday,3,Tacos,10
16/01/25,Thursday,3,Curry,0
16/01/25,Thursday,4,Sushi,10
16/01/25,Thursday,4,Sandwich,7
16/01/25,Thursday,4,Curry,1
16/01/25,Thursday,4,Burger,6
16/01/25,Thursday,5,Sushi,3
16/01/25,Thursday,5,Soup,2
16/01/25,Thursday,5,Tacos,0
16/01/25,Thursday,6,Salad,10
16/01/25,Thursday,6,Tacos,1
16/01/25,Thursday,6,Sandwich,7
16/01/25,Thursday,6,Soup,5
16/01/25,Thursday,6,Sandwich,7
16/01/25,Thursday,6,Salad,6
16/01/25,Thursday,7,Burger,10
16/01/25,Thursday,7,Curry,6
16/01/25,Thursday,7,Pizza,0
16/01/25,Thursday,7,Curry,8
16/01/25,Thursday,7,Tacos,1
16/01/25,Thursday,8,Soup,6
16/01/25,Thursday,8,Sandwich,5
16/01/25,Thursday,8,Pizza,4
16/01/25,Thursday,8,Sandwich,9
16/01/25,Thursday,8,Soup,5
16/01/25,Thursday,8,Salad,1
16/01/25,Thursday,9,Sandwich,2
16/01/25,Thursday,9,Tacos,4
16/01/25,Thursday,9,Sandwich,2
16/01/25,Thursday,9,Tacos,1
16/01/25,Thursday,9,Pizza,9
16/01/25,Thursday,10,Soup,5
16/01/25,Thursday,10,Burger,6
16/01/25,Thursday,10,Sushi,0
16/01/25,Thursday,10,Sandwich,10
16/01/25,Thursday,10,Sushi,2
16/01/25,Thursday,10,Soup,4
16/01/25,Thursday,10,Sandwich,9
16/01/25,Thursday,10,Sandwich,10
16/01/25,Thursday,11,Sushi,2
16/01/25,Thursday,11,Sandwich,1
16/01/25,Thursday,11,Pizza,5
16/01/25,Thursday,11,Salad,3
16/01/25,Thursday,11,Sandwich,9
16/01/25,Thursday,11,Pizza,0
16/01/25,Thursday,11,Salad,9
16/01/25,Thursday,12,Sandwich,5
16/01/25,Thursday,12,Pizza,0
16/01/25,Thursday,12,Tacos,10
16/01/25,Thursday,12,Burger,8
16/01/25,Thursday,12,Sandwich,9
16/01/25,Thursday,12,Sandwich,5
16/01/25,Thursday,12,Curry,8
16/01/25,Thursday,13,Sandwich,9
16/01/25,Thursday,13,Pizza,7
16/01/25,Thursday,13,Pizza,5
16/01/25,Thursday,13,Burger,6
16/01/25,Thursday,13,Sandwich,9
16/01/25,Thursday,13,Soup,1
16/01/25,Thursday,13,Sandwich,6
16/01/25,Thursday,14,Pizza,0
16/01/25,Thursday,14,Sandwich,8
16/01/25,Thursday,14,Salad,5
16/01/25,Thursday,14,Sandwich,5
16/01/25,Thursday,14,Sandwich,10
16/01/25,Thursday,14,Pizza,0
16/01/25,Thursday,15,Pizza,0
16/01/25,Thursday,15,Pizza,7
16/01/25,Thursday,15,Tacos,10
16/01/25,Thursday,15,Pizza,4
16/01/25,Thursday,15,Pizza,5
16/01/25,Thursday,15,Sandwich,0
16/01/25,Thursday,16,Burger,10
16/01/25,Thursday,16,Sandwich,7
16/01/25,Thursday,16,Sandwich,2
16/01/25,Thursday,16,Sushi,4
16/01/25,Thursday,17,Pizza,2
16/01/25,Thursday,17,Pizza,5
16/01/25,Thursday,17,Pizza,2
16/01/25,Thursday,18,Pizza,7
16/01/25,Thursday,18,Sandwich,2
16/01/25,Thursday,18,Pizza,9
16/01/25,Thursday,18,Soup,9
16/01/25,Thursday,18,Sandwich,4
16/01/25,Thursday,18,Sandwich,0
16/01/25,Thursday,18,Sandwich,5
16/01/25,Thursday,18,Salad,10
16/01/25,Thursday,19,Pizza,5
16/01/25,Thursday,19,Sandwich,9
16/01/25,Thursday,19,Sandwich,1
16/01/25,Thursday,19,Pizza,6
16/01/25,Thursday,19,Salad,6
16/01/25,Thursday,19,Sandwich,2
16/01/25,Thursday,19,Burger,9
16/01/25,Thursday,19,Sushi,2
16/01/25,Thursday,20,Sushi,1
16/01/25,Thursday,20,Sandwich,8
16/01/25,Thursday,20,Sandwich,1
